"species_2_Node.ID","species_1_Node.ID","species_2_id","species_1_id","Sp1.Species.Stage.ID","species_1_stage.ID","species_1_stage","species_1.accepted.name","species_2_id.1","Sp2.Species.Stage.ID","species_2_stage.ID","species_2_stage","species_2.accepted.name","interaction_sign","interaction_strength","Interaction_code","interaction_type","Justification","data.source","initials","Notes","latitude","longitude","Reference","ecosystem","tidal_zone","depth_meters","site_name","state","in_lab","experiment_or_observation","month","year_of_study","length_in_months_of_study","paper_id","last_name_first_author","year_published","DOI","in_maine","Timestamp","wave_exposure"
52,11,52,11,11.1,1,"adult","Lacuna vincta",52,52.1,1,"adult","Ulva lactuca",-1,"No",1,"predation; herbivory","3","Globi; Paper.Database","DNM; JRR","NA; Mentions some exposure to swells and storms; Summer 1998; ","38.22824355; 43.166667","-99.26389019; 70.6","Chavanich, S. and L.G. Harris. 2002. The influence of macroalgae on seasonal abundance and feeding preference of a subtidal snail, <i>Lacuna vincta</i> (Montagu) (Littorinidae) in the Gulf of Maine. J. Moll. Stud. 68:73-78.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 484.Chavanich.2002.10.1093/mollus/68.1.73; 564.Sachuna.2001.; 568.Chavanich.2002.10.1093/mollus/68.1.73","NA; subtidal","NA; ","NA; -6","NA; Cape Neddick, York, ME; Cape Neddick","NA; ME","NA; Yes","NA; experimental","NA; 4","NA; 1998","NA; 23","NA; 484; 564; 568","NA; Chavanich; Sachuna","NA; 2002; 2001","NA; 10.1093/mollus/68.1.73; ","NA; Yes","6/29/22 14:00; 9/8/2021 13:42:24; 10/1/2021 8:57:10; 10/1/2021 10:03:27","NA; not mentioned; wave exposed; wave intermediate"
308,11,238,11,11.1,1,"adult","Lacuna vincta",238,238.1,1,"adult","Scytosiphon lomentaria",-1,"No",1,"herbivory","4","inferred by D Morton","DNM","","","","Chavanich, S. and L.G. Harris 2002 The influence of macroalgae on seasonal abundance and feeding preference of a subtidal snail, Lacuna vincta (Montagu) (Littorinidae) in the Gulf of Maine. J. Moll. Stud. 68:73-78.","","","","","","","","","","","","Chavanich","2002","10.1093/mollus/68.1.73","No","",""
315,11,245,11,11.1,1,"adult","Lacuna vincta",245,245.1,1,"adult","Spongomorpha aeruginosa",-1,"No",1,"herbivory","4","inferred by D Morton","DNM","","","","Chavanich, S. and L.G. Harris 2002 The influence of macroalgae on seasonal abundance and feeding preference of a subtidal snail, Lacuna vincta (Montagu) (Littorinidae) in the Gulf of Maine. J. Moll. Stud. 68:73-78.","","","","","","","","","","","","Chavanich","2002","10.1093/mollus/68.1.73","No","",""
36,13,36,13,13.1,1,"adult","Testudinalia testudinalis",36,36.1,1,"adult","Chondrus crispus",-1,"No",1,"herbivory","3","Paper.Database","SLF","",NA,NA,"91.Lubchenco.1978.10.2307/2937360","rocky intertidal","low",NA,"","ME","No","observational",NA,NA,NA,"91","Lubchenco","1978","10.2307/2937360","Yes","6/29/21 13:09",""
43,13,43,13,13.1,1,"adult","Testudinalia testudinalis",43,43.1,1,"adult","Alaria esculenta",-1,"No",1,"predation","3","Globi","DNM",NA,"48.4938; 48.612351; 48.612671; 48.493018","-68.4997; -68.230795; -68.22929; -68.500248","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
47,13,47,13,13.1,1,"adult","Testudinalia testudinalis",47,47.1,1,"adult","Hildenbrandia rubra",-1,"No",1,"predation","3","Paper.Database","AAK","Field and lab study; lat long provided for each study site (3 total so didn't include earlier) , Owl’s Head, Maine (44°5´N, 69°2´W);   Pemaquid Point, Maine (44°30´N, 69°32´W);t Reid State Park, Maine (43°47´N, 69°43´W)",NA,NA,"729.Lord.2008.","rocky intertidal","",NA,"Owl's Head Lighthouse, Pemaquid Point, Reid State Park","ME","Yes","observational","3","2008",NA,"729","Lord","2008","","Yes","11/1/21 12:36",""
171,13,171,13,13.1,1,"adult","Testudinalia testudinalis",171,171.1,1,"adult","Diatoms.benthic",-1,"No",1,"herbivory","3","Paper.Database","AAK"," ",NA,NA,"761.Lyczkowski.2008.","rocky intertidal","",NA,"Pemaquid Point, Owls Head State Park, and Reid State Park","ME","","","1","2008","3","761","Lyczkowski","2008","","Yes","11/4/21 12:21",""
315,13,245,13,13.1,1,"adult","Testudinalia testudinalis",245,245.1,1,"adult","Spongomorpha aeruginosa",-1,"No",1,"herbivory","4","inferred by D Morton","DNM","another limpet species; specimens were collected in the low intertidal zone (""0.1-0.6m above the Canadian chart datum"") and then placed in experimental outdoor tanks","48.83","126.17","A.V. Sussmann, R. Scrosati and R.E. DeWreede. 2005. Seasonal synchrony of a green algal endophyte, Acrosiphonia (Codiolales), with its red algal hosts, Mastocarpus and Mazzaella (Gigartinales). Phycologia 44: 129�132.","rocky intertidal","","0.1","Barkley Sound","British Columbia","yes","experimental","12","2002","17","948","Sussmann","2005","10.2216/0031-8884(2005)44[129:SSOAGA]2.0.CO;2","","",""
320,13,250,13,13.1,1,"adult","Testudinalia testudinalis",250,250.1,1,"adult","Cyanobacteriaceae",-1,"No",1,"herbivory","6","Paper.Database","HL","","50.3","4.083333","","rocky intertidal","","","Wembury Bay","United Kingdom","no","experimental","6","2002","9","976","Noel","2009","10.1016/j.jembe.2008.11.005","","",""
1,14,1,14,14.1,1,"adult","Nucella lapillus",1,1.1,1,"adult","Mytilus edulis",-1,"No; Yes",1,"predation","3","Paper.Database","LVK; ANW; SLF; DT; EEP; SKM; BCE; DHC","; Nucella caused more mussel deaths than crabs (crab species not identified); dissertation ; Study sites were located at 
- Halibut Park, Cape Ann, Massachusetts (42°41’N, 70°38’W)
- Hilton Park (43°07’N, 70°50’W)
- Jaffrey Point (43°03’N, 70°43’W)
- Little Harbor (43°03’N, 70°43’W)
- New Hampshire; Boothbay Harbor (43°51’N, 69°38’W)
- Two populations from Pembroke (44°52’N, 67°13’W)
- Reversing Falls (44°52’N, 67°13’W)
- Rockland (44°06’N, 69°06’W )
- Schoodic Point (44°20’N, 68°05’W )
- Spruce Head (44°00’N, 69°07’W)
- West Quoody Head (44°49’N, 69°59’W )
- Winter Harbor (44°20’N, 68°05’W), Maine

WANT TO COME BACK TO PAPER FOR SITE LOCATION; Dog whelk eats blue mussel in southern and central GOM; Dog whelk predation on blue mussel ","NA; 44.466667; 42.563056; 44.819444; 44.166667; 44.167","NA; 63.933333; 70.769722; 66.96; 68.416667; 68.433","2.Auker.2014.10.1656/045.021.0314; 3.Petraitis.1998.10.1016/S0022-0981(98)00078-1; 6.Morello.2017.10.1016/j.jembe.2017.06.005; 89.Menge.1976.10.2307/1942563; 90.Menge.1978.10.1007/BF00346238; 125.Bertness.2004.10.1890/02-0636; 297.Large, Scott.2012.10.3354/ab00452; 303.Matassa, Catherine.2014.10.1098/rspb.2014.1952; 48.Hunt.1998.10.1016/S0022-0981(97)00239-6; 126.Matassa.2015.10.1007/s00442-014-3156-7; 138.Torossian .2020.10.1016/j.seares.2020.101891; 178.Fisher.2008.10.1016/j.jembe.2008.04.002; 137.Fisher.2008.10.1016/j.jembe.2008.04.002; 142.Freeman.2007.10.3354/meps334145; 165.Petraitis.1990.10.1007%2FBF00317568; 149.Dernbach.2015.10.3354/meps11491; 298.Freeman, Aaren.2014.doi.org/10.1016/j.jembe.2013.11.010; 160.Cascon.1997.; 292.Cascon, Helena.2001.10.32360/acmar.v34i1-2.11719 ; 256.Petraitis.2020.10.1007/s00227-011-1860-y; 304.MORELLO.2018.10.1002/ecy.2226; 321.Saxena.2020.; 328.Witman.2003.10.1890/01-4073; 377.Garner.2013.10.1016/j.jembe.2013.07.004; 394.Petritis.1999.10.2307/3546718; 308.McClure.2017.; 170.Bryson.2014.","; rocky intertidal; estuary","; low; mid","-1; NA; 1","Hampton River Marina; The Ledges; Mackerel Cove; Mill Pond; Cape Ann; Grindstone Neck; Little Brewster Cove, Canoe Beach Cove, Chamberlain, and Grindstone Neck. ; Chamberlain; Darling Marine Center;  Northeastern University’s Marine Science Center in Nahant,; Cranberry Cove; Manchester; Lubec; Northeastern University's Marine Science Center ; Swans Island, Maine, USA.; University of New Hampshire’s Coastal Marine Laboratory (Newcastle); Mackerel Cove, Swans Island; Shoals Marine Laboratory AND Adelphi University; t Halibut Park, Cape Ann, Massachusetts Hilton Park, Jaffrey Point, Little Harbor, New Hampshire; Boothbay Harbor; ; Swans Island, Maine; Bar Harbor, Pemaquid, Cape Ann ME; Garvies Point, Glen Cove, Long Island, NY, Manomet, Massachusetts, Nahant, Massachusetts, Manomet, New Hampshire, Odiorne Point, New Hampshire; Cape Elizabeth ME, and Cape Ann MA; UNH Coastal Marine Laboratory Pier, New Castle, NH ; Swan’s Island (Mackerel Cove, Seal Cove, Burnt Coat Harbor and Toothacher Cove) ME ","NH; ME; MA; Nova Scotia; ME and NY; See notes; ","No; Yes","experimental; observational","2; 6; 7; 8; NA; 5","2012; 1991; 2011; 1972; 1974; 2001; NA; 2010; 1995; 2017; 2004; 2006; 2002; 1985; 2009","1; 3; 28; 48; 19; 2; 5; NA; 24; 12; 30","2; 3; 6; 89; 90; 125; 297; 303; 48; 126; 138; 178; 137; 142; 165; 149; 298; 160; 292; 256; 304; 321; 328; 377; 394; 308; 170","Auker; Petraitis; Morello; Menge; Bertness; Large, Scott; Matassa, Catherine; Hunt; Matassa; Torossian ; Fisher; Freeman; Dernbach; Freeman, Aaren; Cascon; Cascon, Helena; MORELLO; Saxena; Witman; Garner; Petritis; McClure; Bryson","2014; 1998; 2017; 1976; 1978; 2004; 2012; 2015; 2020; 2008; 2007; 1990; 1997; 2001; 2018; 2003; 2013; 1999","10.1656/045.021.0314; 10.1016/S0022-0981(98)00078-1; 10.1016/j.jembe.2017.06.005; 10.2307/1942563; 10.1007/BF00346238; 10.1890/02-0636; 10.3354/ab00452; 10.1098/rspb.2014.1952; 10.1016/S0022-0981(97)00239-6; 10.1007/s00442-014-3156-7; 10.1016/j.seares.2020.101891; 10.1016/j.jembe.2008.04.002; 10.3354/meps334145; 10.1007%2FBF00317568; 10.3354/meps11491; doi.org/10.1016/j.jembe.2013.11.010; ; 10.32360/acmar.v34i1-2.11719 ; 10.1007/s00227-011-1860-y; 10.1002/ecy.2226; 10.1890/01-4073; 10.1016/j.jembe.2013.07.004; 10.2307/3546718","No; Yes","6/2/2021 10:12:55; 6/2/2021 11:28:50; 6/2/2021 11:31:12; 6/2/2021 11:33:29; 6/2/2021 11:35:26; 6/2/2021 11:42:43; 6/2/2021 11:44:44; 6/4/2021 11:39:36; 6/29/2021 10:19:36; 6/29/2021 11:27:57; 7/1/2021 14:19:47; 7/7/2021 10:50:30; 7/8/2021 7:09:54; 7/9/2021 18:52:26; 7/10/2021 11:49:21; 7/10/2021 11:49:29; 7/11/2021 8:56:33; 7/14/2021 12:17:32; 7/19/2021 9:39:27; 7/19/2021 10:01:49; 7/20/2021 10:06:09; 7/20/2021 11:09:01; 7/20/2021 15:30:40; 7/21/2021 9:52:39; 7/21/2021 12:06:25; 7/24/2021 12:06:42; 7/28/2021 9:49:53; 7/28/2021 10:44:01; 7/28/2021 12:15:04; 8/2/2021 10:13:53; 8/4/2021 11:16:32; 12/6/2021 22:09:07; 12/10/2021 12:47:41","; not mentioned"
2,14,2,14,14.1,1,"adult","Nucella lapillus",2,2.1,1,"adult","Semibalanus balanoides",-1,"No; Yes",1,"predation","3","Paper.Database","ANW; SLF; EEP; SKM; BCE; JRR; DHC; AAK","Doesn't mention rocky intertidal zone in methods - only in introduction. Depth is range -0.2m to +0.2m. Doesn't specify intertidal zone - only mentions that depth is ""below the mid zone belt of fucoids"" ; ; Study sites:
Glasgow Head (45.3203, −60.9592)
Deming Island (45.2121, −61.1738)
Tor Bay Provincial Park (45.1823, −61.3553)
Barachois Head (45.0890, −61.6933)
Sober Island (44.8223, −62.4573)
Duck Reef (44.4913, −63.5270)
Western Head (43.9896, −64.6607)
West Point (43.6533, −65.1309) 	
Baccaro Point (43.4496, −65.4697); The sites were visited in June in 2005 and 2006 and July in 2005 and 2006... does this mean that the study was 2 months long since the sites were both visited during 2 months?; Dog whelk feeds on barnacles in the southern and central GOM; Dog whelk predation of barnacles","NA; 45.2125; 45.320278; 44.166667","NA; 61.173889; 60.959722; 68.416667","5.Petraitis.1991.10.1016/0022-0981(91)90037-W; 6.Morello.2017.10.1016/j.jembe.2017.06.005; 8.Ellrich.2016.10.1371/journal.pone.0154572; 9.Trussell.2017.10.1098/rspb.2016.2590; 10.Ellrich.2016.10.1007/s00227-015-2778-6; 11.Beermann.2013.10.1016/j.jembe.2013.07.001; 89.Menge.1976.10.2307/1942563; 178.Fisher.2008.10.1016/j.jembe.2008.04.002; 137.Fisher.2008.10.1016/j.jembe.2008.04.002; 165.Petraitis.1990.10.1007%2FBF00317568; 149.Dernbach.2015.10.3354/meps11491; 256.Petraitis.2020.10.1007/s00227-011-1860-y; 304.MORELLO.2018.10.1002/ecy.2226; 321.Saxena.2020.; 356.Bryson.2014.10.1890/13-1106.1; 502.Scroscati.2018.10.1002/ecs2.2229; 135.Fisher.2007.; 308.McClure.2017.; 170.Bryson.2014.; 354.Griffen.2007.","rocky intertidal; ; estuary","low; mid; ; high","-0.2; 1; NA; -0.3","Swan's Island; Cape Ann; Deming Island; University of Maine’s Darling Marine Center ; Glasgow Head; Chedabucto Bay; Grindstone Neck; Swans Island, Maine, USA; Darling Marine Center; Mackerel Cove, Swans Island; Swans Island, Maine; Bar Harbor, Pemaquid, Cape Ann ME; Garvies Point, Glen Cove, Long Island, NY, Manomet, Massachusetts, Nahant, Massachusetts, Manomet, New Hampshire, Odiorne Point, New Hampshire; -	Cape Cod, Massachusetts to Penobscot Bay, Maine, Penobscot Bay to Great Wass Island, Maine, and Great Wass Island to Cobscook Bay, Maine ; Atlantic Coast of Nova Scotia; ; Odiorne Point","ME; MA; Nova Scotia; ; NH","No; Yes","observational; experimental","5; 7; 6; 4; NA","1987; 2011; 2012; 1976; 2004; 2006; 1985; NA; 2014; 2005","3; 28; 4; 2; 7; 48; 1; NA; 12; 30","5; 6; 8; 9; 10; 11; 89; 178; 137; 165; 149; 256; 304; 321; 356; 502; 135; 308; 170; 354","Petraitis; Morello; Ellrich; Trussell; Beermann; Menge; Fisher; Dernbach; MORELLO; Saxena; Bryson; Scroscati; McClure; Griffen","1991; 2017; 2016; 2013; 1976; 2008; 1990; 2015; 2020; 2018; 2014; 2007","10.1016/0022-0981(91)90037-W; 10.1016/j.jembe.2017.06.005; 10.1371/journal.pone.0154572; 10.1098/rspb.2016.2590; 10.1007/s00227-015-2778-6; 10.1016/j.jembe.2013.07.001; 10.2307/1942563; 10.1016/j.jembe.2008.04.002; 10.1007%2FBF00317568; 10.3354/meps11491; 10.1007/s00227-011-1860-y; 10.1002/ecy.2226; ; 10.1890/13-1106.1; 10.1002/ecs2.2229","Yes; No","6/4/2021 11:08:13; 6/4/2021 11:41:45; 6/4/2021 12:47:41; 6/4/2021 13:08:57; 6/8/2021 10:59:19; 6/8/2021 11:12:35; 6/29/2021 10:22:09; 7/14/2021 12:19:08; 7/19/2021 9:39:23; 7/20/2021 10:06:03; 7/20/2021 11:05:47; 7/24/2021 12:06:36; 7/28/2021 9:48:41; 7/28/2021 10:46:16; 8/2/2021 13:15:28; 9/18/2021 11:00:22; 12/1/2021 20:48:26; 12/1/2021 20:53:12; 12/6/2021 22:03:17; 12/10/2021 12:49:59; 12/2/2021 15:12:22","; Both wave exposed and sheltered; wave exposed"
7,14,7,14,14.1,1,"adult","Nucella lapillus",7,7.1,1,"adult","Littorina saxatilis",-1,"No",1,"predation","3","Paper.Database","AAK","Pulled recorded interactions from Table 1 -- so not from this study",NA,NA,"928.Hughes.1984.10.1016/0022-0981(84)90050-9","","",NA,"","ME","","",NA,NA,NA,"928","Hughes","1984","10.1016/0022-0981(84)90050-9","Yes","6/28/22 14:13",""
8,14,8,14,14.1,1,"adult","Nucella lapillus",8,8.1,1,"adult","Littorina littorea",-1,"Yes; No",1,"predation","3","Paper.Database","DT; EEP; ANW","; experiment conducted at varying tidal depths of 0.5, 0.0, -2, and -4 m; didn't specify intertidal/subtidal/estuarine. Couldn't find exact month for specific experiment that found L. littorea being consumed by N. lapillus","NA; 42.983333; 44.166667","NA; 70.616667; 68.416667","297.Large, Scott.2012.10.3354/ab00452; 103.Perez.2009.10.1016/j.jembe.2008.09.019; 22.Hawkins.1989.10.1007/BF00438359; 165.Petraitis.1990.10.1007%2FBF00317568","rocky intertidal; ","; low",NA,"Darling Marine Center; Shoals Marine Laboratory, Appledore Island, Isles of Shoals; Kallow Point; Mackerel Cove, Swans Island","ME; NH; Isle of Man","Yes; No","experimental","NA; 8; 5","NA; 2001; 1978; 1987","2; 1; NA; 3","297; 103; 22; 165","Large, Scott; Perez; Hawkins; Petraitis","2012; 2009; 1989; 1990","10.3354/ab00452; 10.1016/j.jembe.2008.09.019; 10.1007/BF00438359; 10.1007%2FBF00317568","Yes; No","7/7/2021 10:50:36; 7/9/2021 7:56:35; 7/9/2021 18:22:44; 7/20/2021 10:05:59",""
9,14,9,14,14.1,1,"adult","Nucella lapillus",9,9.1,1,"adult","Littorina obtusata",-1,"No; Yes",1,"predation","3","Paper.Database","SLF; DT; AAK","dissertation ; Study sites were located at 
- Halibut Park, Cape Ann, Massachusetts (42°41’N, 70°38’W)
- Hilton Park (43°07’N, 70°50’W)
- Jaffrey Point (43°03’N, 70°43’W)
- Little Harbor (43°03’N, 70°43’W)
- New Hampshire; Boothbay Harbor (43°51’N, 69°38’W)
- Two populations from Pembroke (44°52’N, 67°13’W)
- Reversing Falls (44°52’N, 67°13’W)
- Rockland (44°06’N, 69°06’W )
- Schoodic Point (44°20’N, 68°05’W )
- Spruce Head (44°00’N, 69°07’W)
- West Quoody Head (44°49’N, 69°59’W )
- Winter Harbor (44°20’N, 68°05’W), Maine

WANT TO COME BACK TO PAPER FOR SITE LOCATION
; Pulled recorded interactions from Table 1 -- so not from this study",NA,NA,"160.Cascon.1997.; 292.Cascon, Helena.2001.10.32360/acmar.v34i1-2.11719 ; 928.Hughes.1984.10.1016/0022-0981(84)90050-9","rocky intertidal; ","",NA,"Halibut Park, Cape Ann, Massachusetts Hilton Park, Jaffrey Point, Little Harbor, New Hampshire; Boothbay Harbor; ","ME; ","No; ","experimental; ",NA,NA,"1; NA","160; 292; 928","Cascon; Cascon, Helena; Hughes","1997; 2001; 1984","; 10.32360/acmar.v34i1-2.11719 ; 10.1016/0022-0981(84)90050-9","Yes","7/21/2021 9:50:54; 7/21/2021 12:06:43; 6/28/2022 14:13:22",""
11,14,11,14,14.1,1,"adult","Nucella lapillus",11,11.1,1,"adult","Lacuna vincta",-1,"No; Yes",1,"predation","10","inferred by D Morton","DNM","dissertation ; Study sites were located at 
- Halibut Park, Cape Ann, Massachusetts (42°41’N, 70°38’W)
- Hilton Park (43°07’N, 70°50’W)
- Jaffrey Point (43°03’N, 70°43’W)
- Little Harbor (43°03’N, 70°43’W)
- New Hampshire; Boothbay Harbor (43°51’N, 69°38’W)
- Two populations from Pembroke (44°52’N, 67°13’W)
- Reversing Falls (44°52’N, 67°13’W)
- Rockland (44°06’N, 69°06’W )
- Schoodic Point (44°20’N, 68°05’W )
- Spruce Head (44°00’N, 69°07’W)
- West Quoody Head (44°49’N, 69°59’W )
- Winter Harbor (44°20’N, 68°05’W), Maine

WANT TO COME BACK TO PAPER FOR SITE LOCATION
; Pulled recorded interactions from Table 1 -- so not from this study",NA,NA,"160.Cascon.1997.; 292.Cascon, Helena.2001.10.32360/acmar.v34i1-2.11719 ; 928.Hughes.1984.10.1016/0022-0981(84)90050-9","rocky intertidal; ","",NA,"Halibut Park, Cape Ann, Massachusetts Hilton Park, Jaffrey Point, Little Harbor, New Hampshire; Boothbay Harbor; ","ME; ","No; ","experimental; ",NA,NA,"1; NA","160; 292; 928","Cascon; Cascon, Helena; Hughes","1997; 2001; 1984","; 10.32360/acmar.v34i1-2.11719 ; 10.1016/0022-0981(84)90050-9","Yes","7/21/2021 9:50:54; 7/21/2021 12:06:43; 6/28/2022 14:13:22",""
13,14,13,14,14.1,1,"adult","Nucella lapillus",13,13.1,1,"adult","Testudinalia testudinalis",-1,"No",1,"predation; NA","3","Globi; Paper.Database","DNM; AAK","NA; Pulled recorded interactions from Table 1 -- so not from this study","44.37215231; NA; 44.23998055","-68.09012125; NA; -68.30078904","@article{Menge_1976,	doi = {10.1086/283073}, url = {https://doi.org/10.1086%2F283073}, year = 1976, month = {may}, publisher = {University of Chicago Press}, volume = {110}, number = {973}, pages = {351--369}, author = {Bruce A. Menge and John P. Sutherland}, title = {Species Diversity Gradients: Synthesis of the Roles of Predation, Competition, and Temporal Heterogeneity}, journal = {The American Naturalist}}; https://mangal.io - the ecological interaction database.; B.A. Menge and J.P. Sutherland. Species Diversity Gradients: Synthesis of the Roles of Predation, Competition, and Temporal Heterogeneity. The American Naturalist, 110(973), pp. 351-369.; Global Web Database (http://globalwebdb.com): an online collection of food webs. Accessed via https://www.globalwebdb.com/Service/DownloadArchive on 2017-10-12.; associations_all_revised.txt; A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining.; James M. Bryant. 1976. Nucella lapillus associated species with names lookup Fucus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/42123306> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; 928.Hughes.1984.10.1016/0022-0981(84)90050-9","NA; ","NA; ",NA,"NA; ","NA; ME","NA; ","NA; ",NA,NA,NA,"NA; 928","NA; Hughes","NA; 1984","NA; 10.1016/0022-0981(84)90050-9","NA; Yes","6/29/22 14:00; 6/28/2022 14:13:22","NA; "
321,14,251,14,14.1,1,"adult","Nucella lapillus",251,251.1,1,"adult","Margarites helicinus",-1,"No",1,"predation","6","inferred by D Morton","DNM",NA,NA,NA,"Smith, I.F.. 2014. Nucella lapillus, Identification and Biology. Accessed at: https://www.researchgate.net/publication/264934519_Nucella_lapillus_identification_and_biology; Food Webs and Species Interactions in the Biodiversity of UK and Ireland (Online). 2017. Data provided by Malcolm Storey. Also available from http://bioinfo.org.uk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
1,15,1,15,15.1,1,"adult","Asterias rubens",1,1.1,1,"adult","Mytilus edulis",-1,"No; Yes",1,"predation","3","Globi; Paper.Database","DNM; DT; SLF; EEP; BCE; SKM; AAK","NA; ; this was an Honors thesis. Contained both wave protected and wave exposed sites and they were compared. ","54.97; 51.5; 51.10953875; 67.007874; NA; 43.07197","8.5; -9.3; 10.39239322; 32.574808; NA; 70.711465","NA; David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1; Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756; Schröder, A., C. Orejas and T. Joschko. 2006. Benthos in the Vicinity of Piles: FINO 1 (North Sea). In Ch. 12: 185-200.  Köller, J., J. Köppel and W. Peters (eds.).  Offshore Wind Energy, Research on Environmental Impacts.  Springer: Germany. 371 pp.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 162.Khaitov.2018.10.1086/697944; 91.Lubchenco.1978.10.2307/2937360; 142.Freeman.2007.10.3354/meps334145; 127.Walton.2021.; 227.Commito.2016.10.3354/meps11642 ; 259.Newell.1989.none listed; 337.Garner.2013.10.1016/j.jembe.2013.07.004; 343.Garner.2013.; 338.St-Pierre.2018.10.1016/j.jembe.2018.07.002; 396.Freeman.2009.10.1111/j.1600-0706.2008.17176.x; 638.Harris.2001.10.1023/A:1011487219735","NA; rocky intertidal; ","NA; low; ",NA,"NA;  Ryazhkov Island; Little Brewster Cove, Canoe Beach Cove, Chamberlain, and Grindstone Neck. ; University of New Hampshire’s Coastal Marine Laboratory (Newcastle);  Harpswell and Chamberlin, ME; Downeast Institute for Applied Marine Research and Educa- tion, Black Duck Cove, Great Wass Is- land, Maine; ; UNH Coastal Marine Laboratory Pier, New Castle, NH ; e Coastal Marine Laboratory Pier, New Castle, NH; Univ. of New Hampshire’s Coastal Marine Laboratory; Star Island","NA; White Sea (in Russia); ME; NH; Unspecific location, but did mention Maine; southeastern Newfoundland","NA; No; Yes; ","NA; experimental; observational; ","NA; 8; 5; 7; 6","NA; 2015; 1973; 2002; 2020; 2009; 2016; 2003","NA; 12; 24; 0.5; 1; 4","NA; 162; 91; 142; 127; 227; 259; 337; 343; 338; 396; 638","NA; Khaitov; Lubchenco; Freeman; Walton; Commito; Newell; Garner; St-Pierre; Harris","NA; 2018; 1978; 2007; 2021; 2016; 1989; 2013; 2009; 2001","NA; 10.1086/697944; 10.2307/2937360; 10.3354/meps334145; ; 10.3354/meps11642 ; none listed; 10.1016/j.jembe.2013.07.004; 10.1016/j.jembe.2018.07.002; 10.1111/j.1600-0706.2008.17176.x; 10.1023/A:1011487219735","NA; No; Yes","6/29/22 14:00; 6/11/2021 11:50:31; 6/29/2021 12:30:59; 7/19/2021 10:01:42; 7/19/2021 12:16:47; 7/21/2021 14:36:50; 7/24/2021 13:02:57; 8/2/2021 10:12:42; 8/2/2021 13:08:05; 8/4/2021 10:08:17; 8/4/2021 11:54:42; 10/21/2021 13:57:35","NA; ; not mentioned"
2,15,2,15,15.1,1,"adult","Asterias rubens",2,2.1,1,"adult","Semibalanus balanoides",-1,"No",1,"predation","3","Globi; Paper.Database","DNM; SLF","NA; ","54.97; 51.5; NA","8.5; -9.3; NA","NA; David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1; Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756; 91.Lubchenco.1978.10.2307/2937360","NA; rocky intertidal","NA; low",NA,"NA; Little Brewster Cove, Canoe Beach Cove, Chamberlain, and Grindstone Neck. ","NA; ME","NA; No","NA; experimental","NA; 5","NA; 1973","NA; 24","NA; 91","NA; Lubchenco","NA; 1978","NA; 10.2307/2937360","NA; Yes","6/29/22 14:00; 6/29/2021 12:33:07","NA; "
8,15,8,15,15.1,1,"adult","Asterias rubens",8,8.1,1,"adult","Littorina littorea",-1,"No",1,"predation","3","Paper.Database","SLF","",NA,NA,"91.Lubchenco.1978.10.2307/2937360","rocky intertidal","low",NA,"Grindstone Neck","ME","No","observational","5","1973","24","91","Lubchenco","1978","10.2307/2937360","Yes","6/29/21 12:47",""
9,15,9,15,15.1,1,"adult","Asterias rubens",9,9.1,1,"adult","Littorina obtusata",-1,"Yes",1,"predation","3","Paper.Database","SLF","",NA,NA,"91.Lubchenco.1978.10.2307/2937360","rocky intertidal","low",NA,"Grindstone Neck","ME","No","observational","5","1973","24","91","Lubchenco","1978","10.2307/2937360","Yes","6/29/21 12:42",""
