"species_2_Node.ID","species_1_Node.ID","species_2_id","species_1_id","Sp1.Species.Stage.ID","species_1_stage.ID","species_1_stage","species_1.accepted.name","species_2_id.1","Sp2.Species.Stage.ID","species_2_stage.ID","species_2_stage","species_2.accepted.name","interaction_sign","interaction_strength","Interaction_code","interaction_type","Justification","data.source","initials","Notes","latitude","longitude","Reference","ecosystem","tidal_zone","depth_meters","site_name","state","in_lab","experiment_or_observation","month","year_of_study","length_in_months_of_study","paper_id","last_name_first_author","year_published","DOI","in_maine","Timestamp","wave_exposure"
174,3,174,3,3.1,1,"adult","Modiolus modiolus",174,174.1,1,"adult","Diatoms.planktonic",-1,"No",1,"predation","6","inferred by D Morton","JRR","",NA,NA,"248.Lesser.1994.","","",NA,"","","","",NA,NA,NA,"248","Lesser","1994","","Yes","",""
176,3,176,3,3.1,1,"adult","Modiolus modiolus",176,176.1,1,"adult","Microplankton, bacteria, protozoa, nanoplankton",-1,"No",1,"predation","6","inferred by D Morton","JRR","",NA,NA,"248.Lesser.1994.","","",NA,"","","","",NA,NA,NA,"248","Lesser","1994","","Yes","",""
320,3,250,3,3.1,1,"adult","Modiolus modiolus",250,250.1,1,"adult","Cyanobacteriaceae",-1,"No",1,"predation","4","inferred by D Morton","DNM","based off feeding on benthic diatoms. Can be suspended by wave action and consumed by filter feeders",NA,NA,"248.Lesser.1994.","","",NA,"","","","",NA,NA,NA,"248","Lesser","1994","","Yes","",""
29,7,29,7,7.1,1,"adult","Littorina saxatilis",29,29.1,1,"adult","Fucus vesiculosus",-1,"No",1,"herbivory","3","Paper.Database","SLF; BCE","",NA,NA,"119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x","rocky intertidal; estuary","mid; ",NA,"Wells National Estuarine Research Reserve; Little River estuary Wells National Estuarine Research Reserve","ME","Yes; No","experimental","7; NA","2009; NA","1; NA","119; 226","Dijkstra","2012; 2011","10.1111/j.1600-0706.2011.19712.x","Yes","6/30/2021 13:55:53; 7/21/2021 14:14:02",""
41,7,41,7,7.1,1,"adult","Littorina saxatilis",41,41.1,1,"adult","Ralfsia fungiformis",-1,"No",1,"predation","3","Globi","DNM",NA,"48.612273; 48.497686; 48.497256; 48.497064; 48.612274; 48.612437; 48.612117; 48.612572; 48.612159","-68.231071; -68.494574; -68.49521; -68.495416; -68.229777; -68.22975; -68.230525; -68.229489; -68.230736","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
171,7,171,7,7.1,1,"adult","Littorina saxatilis",171,171.1,1,"adult","Diatoms.benthic",-1,"No",1,"herbivory","4","inferred by D Morton","DNM","",NA,NA,"119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x","rocky intertidal; estuary","mid; ",NA,"Wells National Estuarine Research Reserve; Little River estuary Wells National Estuarine Research Reserve","ME","Yes; No","experimental","7; NA","2009; NA","1; NA","119; 226","Dijkstra","2012; 2011","10.1111/j.1600-0706.2011.19712.x","Yes","",""
320,7,250,7,7.1,1,"adult","Littorina saxatilis",250,250.1,1,"adult","Cyanobacteriaceae",-1,"No",1,"herbivory","3","Paper.Database","HL","","","","","rocky intertidal","","","","","","","","","","974","Stafford","2005","10.2307/25470696","","",""
29,8,29,8,8.1,1,"adult","Littorina littorea",29,29.1,1,"adult","Fucus vesiculosus",-1,"No; Yes",1,"herbivory","3","Paper.Database","ANW; SLF; DT; BCE; DHC","doesn't specify rocky intertidal only says ""rocky shores""; fucus vesiculosus fed to littorina littorea during experiment but was not what was being studied ; ; Under low wave energy littorina littorea is able to graze on Fucus vesiculosus","NA; 42.416667; 44.436028","NA; 70.916667; 68.28475","21.Barker.1990.10.1007/BF02114681; 40.Yun.2012.10.1007/s00227-012-1926-5; 91.Lubchenco.1978.10.2307/2937360; 119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 332.Lubchenco.1980.10.2307/1935192; 58.Peckol.2017.10.1111/jpy.12507; 289.Long, Jeremy.2007.10.1890/06-1585; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x; 170.Bryson.2014.","; rocky intertidal; estuary","; low; mid",NA,"Cranberry Cove; Biologische Anstalt Helgoland; Canoe Beach Cove; Wells National Estuarine Research Reserve;  Ft. Wetherill, Jamestown, RI; Mount Desert Island Biological Laboratory, Salisbury Cove; Little River estuary Wells National Estuarine Research Reserve; Penobscot","Nova Scotia; Germany; ME; MA; Rhode Island ","Yes; No","experimental; observational","5; 3; 9; 7; 4; NA","1987; 2006; 1974; 2009; NA; 2005","8; 2; NA; 1; 38","21; 40; 91; 119; 332; 58; 289; 226; 170","Barker; Yun; Lubchenco; Dijkstra; Peckol; Long, Jeremy; Bryson","1990; 2012; 1978; 1980; 2017; 2007; 2011; 2014","10.1007/BF02114681; 10.1007/s00227-012-1926-5; 10.2307/2937360; 10.1111/j.1600-0706.2011.19712.x; 10.2307/1935192; 10.1111/jpy.12507; 10.1890/06-1585; ","No; Yes","6/10/2021 14:01:05; 6/18/2021 10:56:07; 6/29/2021 13:13:35; 6/30/2021 13:58:46; 7/1/2021 15:53:51; 7/5/2021 8:26:00; 7/21/2021 5:50:00; 7/21/2021 14:14:10; 12/10/2021 13:13:43","; wave protected"
38,8,38,8,8.1,1,"adult","Littorina littorea",38,38.1,1,"adult","Mastocarpus stellatus",-1,"No",1,"herbivory","3","Paper.Database","ANW","experiment repeated october - november 2006","53.183333","7.883333","40.Yun.2012.10.1007/s00227-012-1926-5","rocky intertidal","high",NA,"Helgoland ","Germany","Yes","experimental","3","2006","2","40","Yun","2012","10.1007/s00227-012-1926-5","No","6/18/21 10:50",""
41,8,41,8,8.1,1,"adult","Littorina littorea",41,41.1,1,"adult","Ralfsia fungiformis",-1,"No",1,"predation; herbivory","3","Globi; Paper.Database","DNM; ANW; SLF","NA; ","48.497064; 48.612572; 48.612273; 48.497256; 48.612437; NA","-68.495416; -68.229489; -68.231071; -68.49521; -68.22975; NA","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756; 6.Morello.2017.10.1016/j.jembe.2017.06.005; 85.Bertness.1983.10.1016/0022-0981(93)90070-5","NA; rocky intertidal","NA; mid","NA; 1","NA; Cape Ann; Haffenreffer Preserve of Brown University","NA; MA; Rhode Island","NA; No","NA; experimental","NA; 7; 4","NA; 2011; 1982","NA; 28; 0.25","NA; 6; 85","NA; Morello; Bertness","NA; 2017; 1983","NA; 10.1016/j.jembe.2017.06.005; 10.1016/0022-0981(93)90070-5","NA; No","6/29/22 14:00; 6/4/2021 12:02:09; 6/30/2021 12:14:42","NA; "
320,8,250,8,8.1,1,"adult","Littorina littorea",250,250.1,1,"adult","Cyanobacteriaceae",-1,"No",1,"herbivory","10","Paper.Database","HL","","","","","rocky intertidal","","","","","","","","","","974","Stafford","2005","10.2307/25470696","","",""
29,9,29,9,9.1,1,"adult","Littorina obtusata",29,29.1,1,"adult","Fucus vesiculosus",-1,"No; Yes",1,"herbivory","3","Paper.Database","ANW; SLF; DT","doesn't say rocky intertidal only ""rocky shores""; this interaction was mentioned in the paper but was not part of the study; ","NA; 42.418611; 44.166667; 44.436028","NA; 70.906111; 68.016667; 68.28475","21.Barker.1990.10.1007/BF02114681; 63.bracken.2014.10.1890/13-2094.1; 331.Lubchenco.1983.10.2307/1937822; 58.Peckol.2017.10.1111/jpy.12507; 289.Long, Jeremy.2007.10.1890/06-1585","; rocky intertidal","; mid",NA,"Cranberry Cove; East Point; Grindstone Neck;  Ft. Wetherill, Jamestown, RI; Mount Desert Island Biological Laboratory, Salisbury Cove","Nova Scotia; MA; ME; Rhode Island","Yes; No","experimental","5; 6; 4; NA","1987; 2009; 1974; NA; 2005","8; NA; 12; 1","21; 63; 331; 58; 289","Barker; bracken; Lubchenco; Peckol; Long, Jeremy","1990; 2014; 1983; 2017; 2007","10.1007/BF02114681; 10.1890/13-2094.1; 10.2307/1937822; 10.1111/jpy.12507; 10.1890/06-1585","No; Yes","6/10/2021 14:05:48; 6/29/2021 15:21:39; 7/1/2021 15:24:38; 7/5/2021 8:31:07; 7/21/2021 5:50:05",""
41,9,41,9,9.1,1,"adult","Littorina obtusata",41,41.1,1,"adult","Ralfsia fungiformis",-1,"No",1,"predation","3","Globi","DNM",NA,"48.497686; 48.497064; 48.497256; 48.612273; 48.612437; 48.612159; 48.612274; 48.612117; 48.612572","-68.494574; -68.495416; -68.49521; -68.231071; -68.22975; -68.230736; -68.229777; -68.230525; -68.229489","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
1,20,1,20,20.1,1,"adult","Tautogolabrus adspersus",1,1.1,1,"adult","Mytilus edulis",-1,"No; Yes",1,"predation","3","Paper.Database","ANW; SLF; BCE; SKM","","NA; 43.833333","NA; 69.516667","6.Morello.2017.10.1016/j.jembe.2017.06.005; 115.Ojeda.1991.10.1016/0022-0981(91)90114-C; 130.Ojeda.1987.; 259.Newell.1989.none listed; 328.Witman.2003.10.1890/01-4073; 208.Chao.1973.","rocky intertidal; subtidal","mid; ; high","1; NA","Cape Ann; Pemaquid Point; pemaquid point; ; Cape Elizabeth ME, and Cape Ann MA","MA; ME; Unspecific location, but did mention Maine","No; Yes","experimental; observational","7; 6; 9; NA; 5","2011; 1985; 1986; NA; 1995; 1970","28; 16; 0.033; NA; 24; 17","6; 115; 130; 259; 328; 208","Morello; Ojeda; Newell; Witman; Chao","2017; 1991; 1987; 1989; 2003; 1973","10.1016/j.jembe.2017.06.005; 10.1016/0022-0981(91)90114-C; ; none listed; 10.1890/01-4073","No; Yes","6/4/2021 12:07:32; 7/13/2021 17:39:24; 7/19/2021 12:54:48; 7/24/2021 13:07:16; 7/28/2021 12:20:44; 8/6/2021 9:25:22","; not mentioned"
2,20,2,20,20.1,1,"adult","Tautogolabrus adspersus",2,2.1,1,"adult","Semibalanus balanoides",-1,"Yes; No",1,"predation","3","Paper.Database","SLF; SKM","",NA,NA,"130.Ojeda.1986.; 208.Chao.1973.","rocky intertidal","high; ",NA,"pemaquid point; East Point, Nahant","ME; MA","Yes","experimental; observational","9; 5","1986; 1970","0.033; 17","130; 208","Ojeda; Chao","1986; 1973","","Yes; No","7/19/2021 13:01:43; 8/6/2021 9:58:33","; not mentioned"
3,20,3,20,20.1,1,"adult","Tautogolabrus adspersus",3,3.1,1,"adult","Modiolus modiolus",-1,"No",1,"predation","3","Paper.Database","SKM","",NA,NA,"208.Chao.1973.","rocky intertidal","",NA,"East Point, Nahant","MA","Yes","observational","5","1970","17","208","Chao","1973","","No","8/6/21 9:29","not mentioned"
8,20,8,20,20.1,1,"adult","Tautogolabrus adspersus",8,8.1,1,"adult","Littorina littorea",-1,"No",1,"predation","3","Paper.Database","LVM","All unknown entered as a ""0""","0","0","103.Perez.2008.10.1016/j.jembe.2008.09.019","rocky intertidal","high","4","Appledore Island","NH","No","observational","7","2002","4","103","Perez","2008","10.1016/j.jembe.2008.09.019","No","3/1/22 12:36","wave intermediate"
66,20,66,20,20.1,1,"adult","Tautogolabrus adspersus",66,66.1,1,"adult","Homarus americanus",-1,"No",1,"predation","3","Paper.Database","JRR; LM","No information on where species were collected; ; In Gulf of St Lawrence",NA,NA,"595.Barshaw.1988.; 597.Lavalli.1986.; 800.Hanson.1999.10.1577/1548-8659(2000)129<0013:EOACPO>2.0.CO;2; 804.Boudreau Stephanie.2012.; 687.Hudon.1989.","; subtidal; rocky intertidal","; low",NA,"; Chaleur Bay","MA; New Brunswick; ME; ","Yes; No; ","experimental; observational; ","6; 7; NA","1986; 1985; 1996; NA","4; 2; NA","595; 597; 800; 804; 687","Barshaw; Lavalli; Hanson; Boudreau Stephanie; Hudon","1988; 1986; 1999; 2012; 1989","; 10.1577/1548-8659(2000)129<0013:EOACPO>2.0.CO;2","No; Yes","10/14/2021 13:38:38; 10/14/2021 13:48:51; 11/8/2021 13:38:36; 11/10/2021 18:21:51; 10/27/21 11:50","; not mentioned"
1,21,1,21,21.1,1,"adult","Larus marinus",1,1.1,1,"adult","Mytilus edulis",-1,"No",1,"predation","3","Paper.Database","ANW","","42.966667","70.616667","112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","rocky intertidal","",NA,"Shoals Marine Lab","ME","No","observational","6","2001","3","112","Rome","2004","10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","Yes","7/10/21 10:57",""
22,21,22,21,21.1,1,"adult","Larus marinus",22,22.1,1,"adult","Larus argentatus",-1,"Yes",1,"predation","3","Paper.Database","DT","There are other interactions with species not listed on the species checklist","44.983333","66.7","446.Gilliland, S.G..2004.10.1139/z04-124","","",NA,"Wolves Archipelago","ME","No","observational","5","1988","12","446","Gilliland, S.G.","2004","10.1139/z04-124","Yes","8/3/21 12:59","not mentioned"
66,21,66,21,21.1,1,"adult","Larus marinus",66,66.1,1,"adult","Homarus americanus",-1,"Yes; No",1,"predation","4","inferred by D Morton","DNM","","42.966667; 43.05; 44.58; NA","70.616667; 70.716667; 66.75; NA","106.Ellis.2007.10.1890/06-0593; 96.Good.1992.10.1016/0022-0981(92)90167-9; 113.Ellis.2005.10.1016/j.jembe.2005.04.001; 112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2; 445.Steenweg, Rolanda.2011.10.1525/cond.2011.110004; 107.Ellis.2012.10.1016/j.jembe.2012.02.014; 353.O'Keefe.2004.","rocky intertidal; subtidal; ","low; ; high",NA,"Appledore Island; Portsmouth; Shoals Marine Laboratory, Appledore Island; Shoals Marine Lab; Kent Island in the Grand Manan archipelago of the lower Bay of Fundy; Isles of Sholes","ME; NH; New Brunswick","No","experimental; observational","7; NA; 6; 5","2004; 1990; 2000; 2001; 2009; NA","1; 3; 36; 2; NA","106; 96; 113; 112; 445; 107; 353","Ellis; Good; Rome; Steenweg, Rolanda; O'Keefe","2007; 1992; 2005; 2004; 2011; 2012","10.1890/06-0593; 10.1016/0022-0981(92)90167-9; 10.1016/j.jembe.2005.04.001; 10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2; 10.1525/cond.2011.110004; 10.1016/j.jembe.2012.02.014; ","Yes; No","6/10/2021 7:13:55; 7/7/2021 11:43:01; 7/7/2021 11:45:30; 7/9/2021 9:44:19; 7/10/2021 10:35:32; 8/3/2021 15:34:04; 9/24/2021 11:58:08; 12/2/2021 15:23:45","; not mentioned; wave exposed and protected sites"
71,21,71,21,21.1,1,"adult","Larus marinus",71,71.1,1,"adult","Calidris maritima",-1,"Yes",1,"predation","6","inferred by D Morton","DNM","","44.983333","66.7","446.Gilliland, S.G..2004.10.1139/z04-124","","",NA,"Wolves Archipelago","ME","No","observational","5","1988","12","446","Gilliland, S.G.","2004","10.1139/z04-124","Yes","8/3/21 12:59","not mentioned"
72,21,72,21,21.1,1,"adult","Larus marinus",72,72.1,1,"adult","Somateria mollissima",-1,"No; Yes",1,"predation","3; 6","Globi; Paper.Database; inferred by D Morton","DNM; AAK; DNM","NA; gull predation on juvenile/eggs of eider duck; also mentioned in Wikipedia page for species","NA; 42.98695928; 50.21216667; 43.516667; 44.983333","NA; -70.61488314; -64.192; -70.316667; 66.7","https://datadryad.org/stash/downloads/file_stream/375180; Maiorano, L., Montemaggiori, A., Ficetola, G.F., O’Connor, L. & Thuiller, W. (2020), Data from: Tetra-EU 1.0: a species-level trophic meta-web of European tetrapods, Dryad, Dataset, https://doi.org/10.5061/dryad.jm63xsj7b; beck. 2021. Larus marinus interaction->preyed on Somateria mollissima. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/86280581> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; Paul Tavares. 2019. Larus marinus interaction->preyed on Somateria mollissima. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/28363661> on 25 Jun 2022.; http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.; 439.Donehower.2006.; 446.Gilliland, S.G..2004.10.1139/z04-124","NA; ; ","NA; ; ",NA,"NA; Stratton Island; Wolves Archipelago","NA; ME; ME","NA; No; No","NA; observational; observational","NA; 5; 5","NA; 2004; 1988","NA; 4; 12","NA; 439; 446","NA; Donehower; Gilliland, S.G.","NA; 2006; 2004","NA; ; 10.1139/z04-124","NA; Yes; Yes","6/29/22 14:00; 12/2/2021 12:23:36; 8/3/21 12:59","NA; not mentioned; not mentioned"
117,21,117,21,21.1,1,"adult","Larus marinus",117,117.1,1,"adult","Phalacrocorax auritus",-1,"Yes",1,"predation","6","inferred by D Morton","DNM","also mentioned in Wikipedia page for species","44.983333","66.7","446.Gilliland, S.G..2004.10.1139/z04-124","","",NA,"Wolves Archipelago","ME","No","observational","5","1988","12","446","Gilliland, S.G.","2004","10.1139/z04-124","Yes","8/3/21 12:59","not mentioned"
167,21,167,21,21.1,1,"adult","Larus marinus",167,167.1,1,"adult","Detritus.carrion",-1,"Yes; No",1,"predation","3","in literature","DNM","","","","https://www.allaboutbirds.org/guide/Great_Black-backed_Gull/lifehistory","","","","","","","","","","","","","","","","",""
1,22,1,22,22.1,1,"adult","Larus argentatus",1,1.1,1,"adult","Mytilus edulis",-1,"No",1,"predation","3","Paper.Database","ANW","","42.966667","70.616667","112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","rocky intertidal","",NA,"Shoals Marine Lab","ME","No","observational","6","2001","3","112","Rome","2004","10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","Yes","7/10/21 11:06",""
3,22,3,22,22.1,1,"adult","Larus argentatus",3,3.1,1,"adult","Modiolus modiolus",-1,"No",1,"predation","4","inferred by D Morton","DNM","","42.966667","70.616667","112.Rome.2004.10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","rocky intertidal","",NA,"Shoals Marine Lab","ME","No","observational","6","2001","3","112","Rome","2004","10.1675/1524-4695(2004)027[0200:FEAIBH]2.0.CO;2","Yes","7/10/21 11:06",""
71,22,71,22,22.1,1,"adult","Larus argentatus",71,71.1,1,"adult","Calidris maritima",-1,"No",1,"predation","3","Globi","DNM",NA,NA,NA,"https://datadryad.org/stash/downloads/file_stream/375180; Maiorano, L., Montemaggiori, A., Ficetola, G.F., O’Connor, L. & Thuiller, W. (2020), Data from: Tetra-EU 1.0: a species-level trophic meta-web of European tetrapods, Dryad, Dataset, https://doi.org/10.5061/dryad.jm63xsj7b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/22 14:00",NA
72,22,72,22,22.1,1,"adult","Larus argentatus",72,72.1,1,"adult","Somateria mollissima",-1,"No",1,"predation","3","Paper.Database","AAK","Herring gull predation on eider eggs, not sure if we're including life stages?",NA,NA,"677.Allen.2008.","","",NA,"","","","",NA,NA,NA,"677","Allen","2008","","Yes","10/25/21 9:34",""
167,22,167,22,22.1,1,"adult","Larus argentatus",167,167.1,1,"adult","Detritus.carrion",-1,"No",1,"predation","3","in literature","DNM","","","","https://www.allaboutbirds.org/guide/Herring_gull/id","rocky intertidal; ","","","","","No","","","","","","","","","","",""
1,66,1,66,66.1,1,"adult","Homarus americanus",1,1.1,1,"adult","Mytilus edulis",-1,"No",1,"predation","3","Globi; Paper.Database","DNM; JRR; DHC","NA; ; Study focuses on competition between Carcinus maenas and Homarus
americanus, over mytilus edilus ; Gut contents of American lobster from Nova Scotia found to contain blue mussel ","57.48562488; 42.416667; NA","-105.2526868; 70.9; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 581.Sebens.1985.; 600.Williams.2010.10.1080/00288330909509979; 159.Seed.1993.","NA; subtidal; ","NA; ","NA; -6; 3","NA; East Point, Nahant, Mass; ; McNutts Island ","NA; NH; Nova Scotia","NA; No; Yes; ","NA; observational; experimental","NA; 7; 8","NA; 2005; 1979",NA,"NA; 581; 600; 159","NA; Sebens; Williams; Seed","NA; 1985; 2010; 1993","NA; ; 10.1080/00288330909509979","NA; No","6/29/22 14:00; 10/4/2021 13:42:54; 10/15/2021 10:49:19; 12/10/2021 10:43:47","NA; wave exposed; ; wave intermediate"
2,66,2,66,66.1,1,"adult","Homarus americanus",2,2.1,1,"adult","Semibalanus balanoides",-1,"No",1,"predation","3","Paper.Database","JRR","In Gulf of St Lawrence",NA,NA,"687.Hudon.1989.","","",NA,"","","","",NA,NA,NA,"687","Hudon","1989","","No","10/27/21 11:50",""
