"Node.ID","Species.ID","Species.Stage.ID","stage_ID","Exp.Aggregated.Node.ID","Exp.Aggregated.name","Hist.Aggregated.Node.ID","Hist.Aggregated.name","stage","Accepted.species.name","Phylum","Class","Order","Genus","species","Node.Resolution","functional.group","metabolic_type","movement_type","transience","captured.by.historical.surveys","captured.by.Allen.Island.surveys","synonyms","Locality","Reference","life.history","AphiaID","Notes","Justification","common.name","Working.group","Organismal.group","Abundant.or.important","confirmed.on.Allen.Island","keep.remove","Exctinction.allowed","Detection.in.historical.surveys","Detection.in.experiment","TL","OI"
14,"14","14.1","1","14","Nucella lapillus","14","Nucella lapillus","adult","Nucella lapillus","Mollusca","Gastropoda","Neogastropoda","Nucella","lapillus","species","predator","heterotroph","mobile","resident","yes","yes","Buccinum filosum Gmelin, 1791 (synonym); Buccinum lapillus Linnaeus, 1758 (original combination); Nassa ligata Röding, 1798 (synonym); Nassa rudis Roding, 1798 (synonym); Nucella lapillus var. major Jeffreys, 1867 (synonym); Nucella lapillus var. minor Jeffreys, 1867 (synonym); Nucella theobroma Roding, 1798 (synonym); Purpura bizonalis Lamarck, 1822 (synonym); Purpura buccinoidea Blainville, 1829 (synonym); Purpura celtica Locard, 1886 (synonym); Purpura imbricata Lamarck, 1822 (synonym); Purpura lapillina Locard, 1886 (synonym); Purpura lapillus (Linnaeus, 1758); Purpura lapillus var. anomala Middendorff, 1849 (synonym); Purpura lapillus var. aurantia Dautzenberg, 1887 (synonym); Purpura lapillus var. bizonalis Lamarck, 1822 (synonym); Purpura lapillus var. caerulescens Dautzenberg, 1920 (synonym); Purpura lapillus var. castanea Dautzenberg, 1887 (synonym); Purpura lapillus var. celtica Locard, 1886 (synonym); Purpura lapillus var. citrina Dautzenberg, 1920 (synonym); Purpura lapillus var. crassissima Dautzenberg, 1887 (synonym); Purpura lapillus var. fauce-violaceo Dautzenberg, 1887 (synonym); Purpura lapillus var. fusco-apicata Dautzenberg & Fischer, 1925 (synonym); Purpura lapillus var. lactea Dautzenberg, 1887 (synonym); Purpura lapillus var. major Jeffreys, 1867 (synonym); Purpura lapillus var. minor Jeffreys, 1867 (synonym); Purpura lapillus var. mixta Dautzenberg, 1920 (synonym); Purpura lapillus var. monozonalis Dautzenberg, 1920 (synonym); Purpura lapillus var. ponderosa Verkrüzen, 1881 (synonym); Purpura lineolata Dautzenberg, 1887 (synonyms); Thais lapillus (Linnaeus, 1758) (synonym)","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","","direct observation; in literature","dogwhelk","snails","Gastropoda","x","x","NA","Y","y","y",3.13015873015874,0.0211388259007315
17,"17","17.1","1","17","Carcinus maenas","17","Carcinus maenas","adult","Carcinus maenas","Arthropoda","Malacostraca","Decapoda","Carcinus","maenas","species","predator","heterotroph","mobile","resident","yes","yes","Cancer granarius Herbst, 1783 (synonym); Cancer granulatus Say, 1817 [in Say, 1817-1818] (junior synonym); Cancer maenas Linnaeus, 1758 (basionym); Cancer pygmeus J.C. Fabricius, 1787 (junior synonym); Cancer rhomboidalis Montagu, 1804 (junior synonym); Cancer viridis Herbst, 1783 (synonym); Carcinus granulatus (Say, 1817) (superseded combination of junior synonym); Carcinus moenas (Linnaeus, 1758) (incorrect spelling); Megalopa montagui Leach, 1817 [in Leach, 1815-1875] (junior synonym); Portunus carcinoides Kinahan, 1857","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","","direct observation; in literature","green crab","crabs and lobster","Brachyura","x","x","NA","Y","y","y",2.76501700932861,0.424832906124724
18,"18","18.1","1","18","Hemigrapsus sanguineus","18","Hemigrapsus sanguineus","adult","Hemigrapsus sanguineus","Arthropoda","Malacostraca","Decapoda","Hemigrapsus","sanguineus","species","predator","heterotroph","mobile","resident","yes","yes","Grapsus (Grapsus) sanguineus De Haan, 1835 [in De Haan, 1833-1850]; Heterograpsus maculatus H. Milne Edwards, 1853","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","","direct observation; in literature","Asian shore crab","crabs and lobster","Brachyura","","x","NA","Y","y","y",2.81739796170956,0.407715261957557
20,"20","20.1","1","20","Tautogolabrus adspersus","20","Tautogolabrus adspersus","adult","Tautogolabrus adspersus","Chordata","Actinopteri","Eupercaria incertae sedis","Tautogolabrus","adspersus","species","predator","heterotroph","mobile","transient","no","no","Ctenolabrus adspersus (Walbaum, 1792); Ctenolabrus brandaonis Steindachner, 1867; Labrus adspersus Walbaum, 1792; Tautogolabrus brandaonis (Steindachner, 1867)","Gulf of Maine, USA","Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","rare, fish","in literature","Cunner wrasse","fishes","Teleostei","","","NA","Y","n","n",3.29599214011066,0.148861052114878
21,"21","21.1","1","21","Larus marinus","21","Larus marinus","adult","Larus marinus","Chordata","Aves","Charadriiformes","Larus","marinus","species","predator","heterotroph","mobile","transient","no","no","Larus naevius Gmel., 1887","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","","direct observation; in literature","Great black-backed gull","birds","Aves","x","x","NA","Y","n","n",3.84493269882475,0.535075206450133
22,"22","22.1","1","22","Larus argentatus","22","Larus argentatus","adult","Larus argentatus","Chordata","Aves","Charadriiformes","Larus","argentatus","species","predator","heterotroph","mobile","transient","no","no","none","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","","direct observation; in literature","Herring gull","birds","Aves","x","x","NA","Y","n","n",3.46127563696623,0.490403800641429
25,"25","25.1","1","25","Elachista fucicola","25","Elachista fucicola","adult","Elachista fucicola","Ochrophyta","Phaeophyceae","Ectocarpales","Elachista","fucicola","species","seaweed","autotroph","sessile","resident","yes","yes","Thuiaria","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","very few results, added a genus-only search term to the synonyms--half of synonyms in first search, others in the synonyms columns; no new papers added to database (even outside study area) but looks like there's one existing in there already. ","direct observation; in literature","epiphyte on Ascophyllum","brown algae","Macroalgae","","x","NA","Y","y","y",1,0
27,"27","27.1","1","27","Dumontia contorta","27","Dumontia contorta","adult","Dumontia contorta","Rhodophyta","Florideophyceae","Gigartinales","Dumontia","contorta","species","seaweed","autotroph","sessile","resident","yes","yes","Conferva filiformis; Dumontia filiformis; Dumontia filiformis f. crispata; Dumontia filiformis var. crispata; Dumontia incrassata; Dumontia incrassata var. crispata; Fucus contortus; //Gastridium filiforme; Gastridium filiforme var. flavum; Gastridium filiforme var. incrassatum; Gastridium filiforme var. intestiniformis; Gastridium filiforme var. rugosum; Gastridium filiforme var. spongiforme; Halymenia filiformis; Halymenia filiformis var. incrassata; Halymenia purpurascens var. crispata; Solenia filiformis; Ulva compressa var. purpurea; Ulva contorta; Ulva filiformis; Ulva incrassata; Ulva spongiformis","Gulf of Maine, USA","Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","we may have seen this in pools as an unknown; ""On rock and pebbles, shallow open pools, upper intertidal to shallow subtidal, common, widely distributed.""","in literature","dumonts tubular weed","red algae","Macroalgae","","","NA","Y","y","y",1,0
29,"29","29.1","1","29","Fucus vesiculosus","29","Fucus vesiculosus","adult","Fucus vesiculosus","Ochrophyta","Phaeophyceae","Fucales","Fucus","vesiculosus","species","seaweed","autotroph","sessile","resident","yes","yes","Fucus axillaris f. balticus; Fucus axillaris var. subecostatus; Fucus balticus; Fucus divaricatus; Fucus excisus; Fucus inflatus; Fucus vesiculosus f. abbreviatus; Fucus vesiculosus f. acutus; Fucus vesiculosus f. angustifolius; Fucus vesiculosus f. angustifrons; Fucus vesiculosus f. angustifrons; Fucus vesiculosus f. balticus; Fucus vesiculosus f. balticus; Fucus vesiculosus f. crispus; Fucus vesiculosus f. elongatus; Fucus vesiculosus f. filiformis; Fucus vesiculosus f. flabellatus; Fucus vesiculosus f. fluviatilis; Fucus vesiculosus f. lanceolatus; Fucus vesiculosus f. latus; Fucus vesiculosus f. limicola; Fucus vesiculosus f. nanus; Fucus vesiculosus f. plicatus; Fucus vesiculosus f. pseudoceranoides; Fucus vesiculosus f. racemosus; Fucus vesiculosus f. robustus; Fucus vesiculosus f. sphaerocarpus; Fucus vesiculosus f. subecostatus; Fucus vesiculosus f. subfusiformis; Fucus vesiculosus f. subglobosus; Fucus vesiculosus f. tenuis; Fucus vesiculosus f. terminalis; Fucus vesiculosus f. turgidus; Fucus vesiculosus f. turgidus; Fucus vesiculosus f. vadorum; Fucus vesiculosus subsp. pseudoceranoides; Fucus vesiculosus var. aestuarii; Fucus vesiculosus var. alternans; Fucus vesiculosus var. angustifolius; Fucus vesiculosus var. balticus; Fucus vesiculosus var. ceratiformis; Fucus vesiculosus var. chondriformis; Fucus vesiculosus var. divaricatus; Fucus vesiculosus var. filiformis; Fucus vesiculosus var. grandifrons; Fucus vesiculosus var. laterifructus; Fucus vesiculosus var. nanus; Fucus vesiculosus var. rigidus; Fucus vesiculosus var. rotundatus; Fucus vesiculosus var. sphaerocarpus; Fucus vesiculosus var. spiralis; Fucus vesiculosus var. subecostatus; Halidrys vesiculosus; Virsodes vesiculosum","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","","direct observation; in literature","bladder wrack","rock weed","Macroalgae","x","x","NA","Y","y","y",0.999999999999999,0
32,"32","32.1","1","32","Ascophyllum nodosum","32","Ascophyllum nodosum","adult","Ascophyllum nodosum","Ochrophyta","Phaeophyceae","Fucales","Ascophyllum","nodosum","species","seaweed","autotroph","sessile","resident","yes","yes","Ascophylla laevigata; Ascophylla nodosa; Ascophyllum mackayi f. robertsonii; Ascophyllum nodosum f. denudatum; Ascophyllum nodosum var. furcatum; Ascophyllum nodosum var. lusitanicum; Ascophyllum nodosum var. mackayi; Ascophyllum nodosum var. minor; Ascophyllum nodosum; Ascophyllum nodosum var. siliquatum; Ascophyllum nodosum var. typicum; Ascophyllum robertsonii; Chordaria scorpioides; Fistularia nodosa; Fucodium nodosum; Fucodium nodosum var. scorpioides; Fucus nodosus; Fucus nodosus var. denudatus; Fucus nodosus var. evesiculosus; Fucus nodosus var. siliquatus; Halicoccus nodosus; Halicoccus nodosus var. furcatus; Halidrys siliquosa var. minor; Ozothallia nodosa; Ozothallia nodosa f. furcata; Ozothallia vulgaris","Gulf of Maine, USA","Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","","in literature","knotted wrack","rock weed","Macroalgae","x","","NA","Y","y","y",0.999999999999999,0
36,"36","36.1","1","36","Chondrus crispus","36","Chondrus crispus","adult","Chondrus crispus","Rhodophyta","Florideophyceae","Gigartinales","Chondrus","crispus","species","seaweed","autotroph","sessile","resident","yes","yes","Chondrus crispus f. abbreviatus; Chondrus crispus f. aequalis; Chondrus crispus f. densus; Chondrus crispus f. incurvatus; Chondrus crispus f. polychotoma; Chondrus crispus f. polychotomus; Chondrus crispus f. typica; Chondrus crispus var. aequalis; Chondrus crispus var. incurvatus; Chondrus crispus var. lacerus; Chondrus crispus var. patens; Chondrus crispus var. planus; Chondrus crispus var. sarniensis; Chondrus crispus var. virens; Chondrus norvegicus; Chondrus platysma; Chondrus variolosus; Fucus ceranoides var. lacerus; Fucus crispus; Fucus crispus var. aequalis; Fucus crispus var. brunneus; Fucus crispus var. filiformis; Fucus crispus var. lacerus; Fucus crispus var. patens; Fucus crispus var. planus; Fucus crispus var. sarniensis; Fucus crispus var. virens; Fucus lacerus; Fucus norvegicus; Fucus patens; Gigartina heterocarpa; Gymnogongrus norvegicus; Iridaea heterocarpa; Iridophycus heterocarpus; Oncotylus norvegicus; Polymorpha aequalis; Polymorpha crispa; Polymorpha norvegicus; Sphaerococcus crispus f. aequalis; Sphaerococcus crispus var. ciliatus; Sphaerococcus norvegicus","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","","direct observation; in literature","irish moss","red algae","Macroalgae","x","x","NA","Y","y","y",1,0
37,"37","37.1","1","37","Corallina officinalis","37","Corallina officinalis","adult","Corallina officinalis","Rhodophyta","Florideophyceae","Corallinales","Corallina","officinalis","species","seaweed","autotroph","sessile","resident","yes","yes","Amphiroa cretacea; Amphiroa cretacea f. rosariformis; Amphiroa cretacea f. typica; Arthrocardia cretacea; Bossiella cretacea; Corallina anglica; Corallina calvadosii; //Corallina compacta; Corallina cretacea; Corallina nana; Corallina officinalis f. compacta; Corallina officinalis f. nana; Corallina officinalis f. profunda; Corallina officinalis f. vulgaris; Corallina officinalis var. compacta; Corallina officinalis var. flabellifera; Corallina officinalis var. nana; Corallina officinalis var. profunda; Corallina officinalis var. vulgaris; Pachyarthron cretaceum","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","Hardely any data, one paper already in databse","direct observation; in literature","articulated coralline","coralline algae","Macroalgae","","x","NA","Y","y","y",1,0
38,"38","38.1","1","38","Mastocarpus stellatus","38","Mastocarpus stellatus","adult","Mastocarpus stellatus","Rhodophyta","Florideophyceae","Gigartinales","Mastocarpus","stellatus","species","seaweed","autotroph","sessile","resident","yes","yes","Chondrus crispus var. stellatus, Chondrus echinatus, Chondrus mamillosus, Chondrus mammillosus, Chondrus stellatus, Fucus alveolatus, Fucus coronopifolius, Fucus crispus var. mammillosus, Fucus degener, Fucus echinatus, Fucus mamillosus var. acutus,Fucus mamillosus var. incurvus,Fucus mamillosus var. prolifer, Fucus mammillosus, Fucus mammillosus var. acutus, Fucus mammillosus var. incurvus, Fucus mammillosus var. prolifer, Fucus stellatus, Gigartina cornopifolia (Zoega), Gigartina mammillosa, Gigartina mammillosa var. vulgaris, Gigartina stellata, Gigartina stellata f. acuta, Gigartina stellata f. incurvata, Gigartina stellata f. prolifera, Mastocarpus mammillosus, Petrocelis cruenta, Phyllophora mamillosa, Polymorpha stellata, Rhodymenia mammillosa, Sphaerococcus crispus var. stellatus , Sphaerococcus mammillosus","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","no new paper results, many west coast papers came up","direct observation; in literature","false irish moss","red algae","Macroalgae","x","x","NA","Y","y","y",1,0
41,"41","41.1","1","41","Ralfsia spp.","41","Ralfsia spp.","adult","Ralfsia spp.","Ochrophyta","Phaeophyceae","Ralfsiales","Ralfsia","spp.","species","seaweed","autotroph","sessile","resident","yes","yes","Fucus fungiformis; Ralfsia deusta; Zonaria deusta","Gulf of Maine, USA","Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","Likely Ralfsia fungiformis but other sp possible. Based on Sorte et al. 2017 S2. not many results, no trophic interaction data, one on symbiosis","in literature","crustose brown algae","brown algae","Macroalgae","","","NA","Y","y","y",1,0
47,"47","47.1","1","47","Hildenbrandia.spp.and.unk.brown.red.crusts ","47","Hildenbrandia.spp.and.unk.brown.red.crusts ","adult","Hildenbrandia.spp.and.unk.brown.red.crusts ","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandia","spp.","aggregate group","seaweed","autotroph","sessile","resident","yes","yes","Hildenbrandia nardiana, Hildenbrandia nardoi, Hildenbrandia prototypus, Hildenbrandia rosea,/// Hildenbrandia rosea var. fuscescens, Hildenbrandia sanguinea, Rhododermis drummondii, Verrucaria rubra","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","many sp of Hildenbrandia likely in present study, plus unknown brown and red crusts that are not possible to ID in field","direct observation; in literature","rock rust","crustose red algae","Macroalgae","x","x","NA","Y","partial","partial",1,0
48,"48","48.1","1","48","Ceramium deslongchampsii","48","Ceramium deslongchampsii","adult","Ceramium deslongchampsii","Rhodophyta","Florideophyceae","Ceramiales","Ceramium","deslongchampsii","species","seaweed","autotroph","sessile","resident","yes","yes","Ceramium agardhianum; Ceramium diaphanum var. strictum; Ceramium patens; Ceramium pellucidum; Ceramium pellucidum; Ceramium strictum; //Ceramium strictum; Gongroceras deslongchampsii; Gongroceras pellucidum; Gongroceras strictum; Hormocera","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","resolved to species by DNM due to presence on Allen Island, no new data, one existing paper","direct observation; in literature","branching red tufts","red algae","Macroalgae","","x","NA","Y","y","y",0.999999999999997,0
50,"50","50.1","1","50","Petalonia sp.","50","Petalonia sp.","adult","Petalonia sp.","Ochrophyta","Phaeophyceae","Ectocarpales","Petalonia","sp.","Genus","seaweed","autotroph","sessile","resident","yes","yes","NA","Gulf of Maine, USA","Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","may be able to resolve to species by looking at local options, not much data available ","in literature","","brown algae","Macroalgae","","","NA","Y","y","y",1,0
52,"52","52.1","1","52","Ulva lactuca","52","Ulva lactuca","adult","Ulva lactuca","Chlorophyta","Ulvophyceae","Ulvales","Ulva","lactuca","species","seaweed","autotroph","sessile","resident","yes","yes","Monostroma lactuca; Phycoseris fasciata; Phyllona lactuca; Ulva crassa; Ulva fasciata; Ulva lactuca f. fasciata; Ulva lactucaefolia","Gulf of Maine, USA","present study; Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","a few new papers, many already in database","direct observation; in literature","sea lettuce","green algae","Macroalgae","","x","NA","Y","y","y",0.999999999999998,0
54,"54","54.1","1","54","Cladophora.and.unk.green.filaments","54","Cladophora.and.unk.green.filaments","adult","Cladophora.and.unk.green.filaments","Chlorophyta","Ulvophyceae","Cladophorales","Cladophora","spp.","Genus","seaweed","autotroph","sessile","resident","yes","yes","NA","Gulf of Maine, USA","Sorte, Cascade J. B., Victoria E. Davidson, Marcus C. Franklin, Kylla M. Benes, Meredith M. Doellman, Ron J. Etter, Robyn E. Hannigan, Jane Lubchenco, and Bruce A. Menge. “Long-Term Declines in an Intertidal Foundation Species Parallel Shifts in Community Composition.” Global Change Biology 23, no. 1 (2017): 341–52. https://doi.org/10.1111/gcb.13425.","free.living","NA","many species; will not resolve to sp. , surprisingly few papers on cladophora in GOM , most for other places","in literature","filamentous green","filamentous green","Macroalgae","","","NA","Y","partial","partial",1,0
61,"61","61.1","1","61","Vertebrata lanosa","61","Vertebrata lanosa","adult","Vertebrata lanosa","Rhodophyta","Florideophyceae","Ceramiales","Vertebrata","lanosa","species","seaweed","autotroph","sessile","resident","yes","yes","Fucus lanosus Linnaeus 1767; Polysiphonia lanosa (Linnaeus) Tandy 1931; Conferva omissa Gunnerus 1772; Ceramium fastigiatum Roth 1800; Hutchinsia fastigiata (Roth) C.Agardh 1817; //Vertebrata fastigiata S.F.Gray 1821; Polysiphonia fastigiata (Roth) Greville 1824","Gulf of Maine, USA","present study","free.living","NA","no new papers, many already in database","direct observation","ascophyllum parasite, epiphyte","red algae","Macroalgae","","x","NA","Y","y","y",0.999999999999997,0
66,"66","66.1","1","66","Homarus americanus","66","Homarus americanus","adult","Homarus americanus","Arthropoda","Malacostraca","Decapoda","Homarus","americanus","species","predator","heterotroph","mobile","transient","no","no","none","","Jones, Patricia L., and Myra J. Shulman. “Subtidal-Intertidal Trophic Links: American Lobsters [Homarus Americanus (Milne-Edwards)] Forage in the Intertidal Zone on Nocturnal High Tides.” Journal of Experimental Marine Biology and Ecology 361, no. 2 (July 4, 2008): 98–103. https://doi.org/10.1016/j.jembe.2008.05.004.; iNaturalist research grade observation","free.living","NA","","in literature","american lobster","crabs and lobster","Decapoda","","","NA","Y","n","n",3.00314065524225,0.372508166972158
70,"70","70.1","1","70","Neovison vison","70","Neovison vison","adult","Neovison vison","Chordata","Mammalia","Carnivora","Neovison","vison","species","predator","heterotroph","mobile","transient","no","no","Mustela vison","Gulf of Maine, USA","present study","free.living","NA","most papers were already in database from earlier search by LVK","direct observation","mink","mammals","Mustelidae","","x","NA","Y","n","n",3.81288644224712,0.204584144081002
71,"71","71.1","1","71","Calidris maritima","71","Calidris maritima","adult","Calidris maritima","Chordata","Aves","Charadriiformes","Calidris","maritima","species","predator","heterotroph","mobile","transient","no","no","Arquatella maritima (Brünnich, 1764); Tringa maritima Brünnich, 1764","","Randall Downer; Louis Bevier","free.living","NA","feeds on mussels; forages in rocky intertidal; very few results (<30)","expert opinion","purple sandpiper","birds","Aves","rare","","NA","Y","n","n",3.10651864477549,0.261186696003007
72,"72","72.1","1","72","Somateria mollissima","72","Somateria mollissima","adult","Somateria mollissima","Chordata","Aves","Anseriformes","Somateria","mollissima","species","predator","heterotroph","mobile","transient","no","no","Anas mollissima Linnaeus, 1758","","https://cdnsciencepub.com/doi/abs/10.1139/z04-124; https://ebird.org/species/comeid; present study","free.living","NA","eats mussels; chicks eaten by Great Black-backed gulls","in literature; direct observation","eider duck","birds","Aves","","x","NA","Y","n","n",3.17332917628328,0.102453869353872
79,"79","79.1","1","79","Crustose coralline spp.","79","Crustose coralline spp.","adult","Clathromorphum circumscriptum","Rhodophyta","Florideophyceae","Corallinales","Clathromorphum","circumscriptum","species","seaweed","autotroph","sessile","resident","yes","yes","Clathromorphum compactum f. circumscriptum (Strömfelt) Foslie, 1908 (synonym); Clathromorphum durum (Kjellman) Foslie, 1898 (synonym); Clathromorphum evanescens (Foslie) Foslie, 1898; Lithothamnion circumscriptum Strömfelt, 1886; Lithothamnion circumscriptum f. areolatum Rosenvinge, 1893; //Lithothamnion compactum f. circumscriptum (Strömfelt) Lund, 1959 (synonym); Lithothamnion durum Kjellman, 1889; Lithothamnion evanescens Foslie, 1895; Phymatolithon compactum f. circumscriptum (Strömfelt) Foslie, 1905; Phymatolithon evanescens (Foslie) Foslie, 1905","","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/1938967; https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.2226?casa_token=mG8sT4xYyswAA[…]-b5bNjB-elnoB7i0Qw0qqChKhW3MYIL1RV9HnuUkqhkCdUfGtcU","free.living","NA","eaten by tortoiseshell limpet; common. only 3 crustose corallines in the shallow subtidal zones in Maine. This is most common. Not a ton of new papers but some already in database","","crustose coralline","coralline algae","Corallinophycidae","","","NA","Y","partial","partial",1,0
